pl_name,mass,radius,orbital_period,tsm,observation_type,reference,molecules
WASP-17 b,0.486,1.991,3.735438,569.257,"""JWST-MIRI""",2310.08637,"""{""SO2"":""Detection""}"""
WASP-17 b,0.486,1.991,3.735438,569.257,"""JWST-MIRI""",2410.08148,"""{""H2O"":""Detection"" ""Molecular ratios: C\/O etc..."":""Detection"" ""Eclipse mapping"":""Detection""}"""
WASP-17 b,0.486,1.991,3.735438,569.257,"""JWST-NIRISS""",2410.08149,"""{""H2O"":""Detection"" ""Molecular ratios: C\/O etc..."":""Detection""}"""
WASP-17 b,0.486,1.991,3.735438,569.257,"""JWST-NIRISS""",2412.03675,"""{""H2O"":""Detection"" ""H-"":""Detection"" ""K"":""Detection""}"""
WASP-172 b,0.47,1.57,5.477433,172.9345,"""G-B: High resolution visible""",2308.13622,"""{""Fe"":""Detection"" ""H"":""Detection"" ""Na"":""Detection""}"""
WASP-177 b,0.508,1.58,3.071722,425.8779,"""G-B:Low resolution IR""",2204.11865,"""{""He"":""Upper limit""}"""
WASP-177 b,0.508,1.58,3.071722,425.8779,"""G-B: High resolution IR""",2205.11579,"""{""He"":""Upper limit""}"""
WASP-178 b,1.41,1.94,3.3448285,213.7616,"""G-B: High resolution visible""",2406.08348,"""{""Na"":""Detection"" ""H"":""Detection"" ""Fe"":""Detection"" ""Fe+"":""Detection"" ""Mg"":""Detection"" ""Li"":""Upper limit""}"""
WASP-178 b,1.41,1.94,3.3448285,213.7616,"""G-B: High resolution IR""",2406.08166,"""{""Molecular ratios: C\/O etc..."":""Detection"" ""H2O"":""Detection"" ""CO"":""Detection"" ""OH"":""Upper limit"" ""Fe"":""Upper limit""}"""
WASP-178 b,1.41,1.94,3.3448285,213.7616,"""HST-Other""",2204.03639,"""{""Rayleigh Scattering"":""Detection""}"""
WASP-178 b,1.41,1.94,3.3448285,213.7616,"""CHEOPS""",2309.09037,"""[]"""
WASP-18 b,10.4296,1.165,0.9414518,21.931,"""TESS""","""2020AJ....160..155W""","""[]"""
WASP-18 b,10.4296,1.165,0.9414518,21.931,"""G-B: High resolution IR""",2209.15548,"""{""CO"":""Detection"" ""H2O"":""Detection"" ""OH"":""Detection""}"""
WASP-18 b,10.4296,1.165,0.9414518,21.931,"""JWST-NIRISS""",2301.08192,"""{""H2O"":""Detection""}"""
WASP-18 b,10.4296,1.165,0.9414518,21.931,"""G-B: High resolution IR""",2302.08736,"""{""CO"":""Detection""}"""
WASP-18 b,10.4296,1.165,0.9414518,21.931,"""Spitzer""",2408.13308,"""[]"""
WASP-18 b,10.4296,1.165,0.9414518,21.931,"""TESS""","""2019AJ....157..178S""","""[]"""
WASP-18 b,10.4296,1.165,0.9414518,21.931,"""HST WFC3""",2204.11729,"""{""H2O"":""Detection"" ""H-"":""Detection""}"""
WASP-18 b,10.4296,1.165,0.9414518,21.931,"""TESS""",2204.03327,"""[]"""
WASP-189 b,1.99,1.619,2.724033,391.3877,"""G-B: High resolution visible""",2111.12732,"""{""TiO"":""Detection"" ""Fe"":""Detection"" ""Fe+"":""Detection"" ""Ti"":""Detection"" ""Ti+"":""Detection"" ""Cr"":""Detection"" ""Mg"":""Detection"" ""V"":""Detection"" ""Mn"":""Detection""}"""
WASP-189 b,1.99,1.619,2.724033,391.3877,"""G-B: High resolution IR""",2404.16732,"""{""He"":""Upper limit""}"""
WASP-189 b,1.99,1.619,2.724033,391.3877,"""CHEOPS""",2201.04518,"""[]"""
WASP-189 b,1.99,1.619,2.724033,391.3877,"""G-B: High resolution visible""","""2021arXiv211113064S""","""{""Fe"":""Detection"" ""Fe+"":""Detection"" ""Ti"":""Detection"" ""H"":""Upper limit"" ""Ca"":""Upper limit""}"""
WASP-189 b,1.99,1.619,2.724033,391.3877,"""G-B: High resolution IR""",2204.10158,"""{""CO"":""Detection""}"""
WASP-189 b,1.99,1.619,2.724033,391.3877,"""G-B: High resolution visible""","""2020A&A...640L...5Y""","""{""Fe"":""Detection""}"""
WASP-189 b,1.99,1.619,2.724033,391.3877,"""G-B: High resolution visible""",2407.11281,"""{""Fe"":""Detection""}"""
WASP-189 b,1.99,1.619,2.724033,391.3877,"""G-B: High resolution visible""",2308.04523,"""{""H"":""Detection"" ""Na"":""Detection"" ""Mg"":""Detection"" ""Ca"":""Detection"" ""Ca+"":""Detection"" ""Ti"":""Detection"" ""Ti+"":""Detection"" ""TiO"":""Detection"" ""V"":""Detection"" ""Cr"":""Detection"" ""Mn"":""Detection"" ""Fe"":""Detection"" ""Fe+"":""Detection"" ""Ni"":""Detection"" ""Sr"":""Detection"" ""Sr+"":""Detection"" ""Ba+"":""Detection""}"""
WASP-189 b,1.99,1.619,2.724033,391.3877,"""HST STIS""",2308.05726,"""{""Mg+"":""Detection""}"""
WASP-189 b,1.99,1.619,2.724033,391.3877,"""G-B: High resolution visible""",2403.08863,"""{""Ca+"":""Detection"" ""Ba+"":""Detection"" ""Na"":""Detection"" ""H"":""Detection"" ""Mg"":""Detection"" ""Fe"":""Detection""}"""
WASP-189 b,1.99,1.619,2.724033,391.3877,"""G-B: High resolution IR""",2411.19662,"""{""CO"":""Detection"" ""Fe"":""Detection"" ""Molecular ratios: C\/O etc..."":""Detection""}"""
WASP-19 b,1.139,1.41,0.78884,169.4731,"""TESS""","""2020AJ....160..155W""","""[]"""
WASP-19 b,1.139,1.41,0.78884,169.4731,"""G-B: High resolution visible""",2103.12858,"""{""TiO"":""Detection""}"""
WASP-19 b,1.139,1.41,0.78884,169.4731,"""HST STIS""",1307.2083,"""{""H2O"":""Detection"" ""TiO"":""No detection""}"""
WASP-19 b,1.139,1.41,0.78884,169.4731,"""TESS""",2301.07772,"""[]"""
WASP-19 b,1.139,1.41,0.78884,169.4731,"""HST STIS""",1512.04341,"""{""H2O"":""Detection""}"""
WASP-19 b,1.139,1.41,0.78884,169.4731,"""G-B: High resolution visible""","""2017Natur.549..238S""","""{""TiO"":""Detection""}"""
WASP-19 b,1.139,1.41,0.78884,169.4731,"""G-B: Low resolution visible""",2207.01606,"""{""Featureless spectra"":""Detection"" ""TiO"":""Upper limit""}"""
WASP-19 b,1.139,1.41,0.78884,169.4731,"""G-B: High resolution visible""",2103.12858,"""{""TiO"":""Detection"" ""Fe"":""Upper limit"" ""Na"":""Upper limit"" ""Mg"":""Upper limit"" ""Ca"":""Upper limit"" ""H"":""Upper limit"" ""K"":""Upper limit""}"""
WASP-19 b,1.139,1.41,0.78884,169.4731,"""G-B: Low resolution visible""",1807.10652,"""{""TiO"":""No detection"" ""Rayleigh Scattering"":""No detection""}"""
WASP-19 b,1.139,1.41,0.78884,169.4731,"""Spitzer""",2408.13308,"""[]"""
WASP-19 b,1.139,1.41,0.78884,169.4731,"""Spitzer""","""2016ApJ...823..122W""","""[]"""
WASP-19 b,1.139,1.41,0.78884,169.4731,"""HST WFC3""",2204.11729,"""{""H2O"":""Detection""}"""
WASP-19 b,1.139,1.41,0.78884,169.4731,"""G-B: Low resolution visible""","""2013MNRAS.436....2M""","""[]"""
WASP-19 b,1.139,1.41,0.78884,169.4731,"""HST WFC3""",2412.03739,"""{""H2O"":""Detection""}"""
WASP-2 A b,0.847,1.079,2.15222144,,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}"""
WASP-20 A b,0.313,1.459,4.8996285,,"""G-B: High resolution IR""",2209.11506,"""{""H2O"":""Detection""}"""
WASP-20 A b,0.313,1.459,4.8996285,,"""G-B: High resolution IR""",2209.03669,"""{""H2O"":""Detection""}"""
WASP-21 b,0.3,1.21,4.3225126,287.1665,"""G-B: Low resolution visible""","""2020A&A...642A..54C""","""{""Na"":""Detection"" ""K"":""Upper limit""}"""
WASP-21 b,0.3,1.21,4.3225126,287.1665,"""G-B: High resolution visible""","""2020A&A...642A..54C""","""{""Na"":""Detection""}"""
WASP-21 b,0.3,1.21,4.3225126,287.1665,"""G-B: Low resolution visible""",2008.00971,"""{""Na"":""Detection""}"""
WASP-21 b,0.3,1.21,4.3225126,287.1665,"""G-B: High resolution visible""",2205.01623,"""{""Na"":""Detection""}"""
WASP-24 b,1.071,1.3,2.3412127,105.455,"""Spitzer""","""2012A&A...545A..93S""","""[]"""
WASP-25 b,0.58,1.26,3.76483,183.2772,"""G-B: Low resolution visible""",2308.06263,"""{""Featureless spectra"":""Detection""}"""
WASP-26 b,1.028,1.281,2.7566004,95.3963,"""Spitzer""","""2013MNRAS.432..693M""","""[]"""
WASP-29 b,0.243,0.775,3.92271218,179.9977,"""HST WFC3""",2205.10765,"""{""Featureless spectra"":""Detection""}"""
WASP-3 b,2.06,1.454,1.8468372,105.964,"""CHEOPS""",2409.16268,"""[]"""
WASP-31 b,0.478,1.537,3.405909,254.5841,"""G-B: High resolution visible""",2307.06242,"""{""CrH"":""Detection""}"""
WASP-32 b,3.6,1.18,2.71865,23.3223,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution visible""",2209.10618,"""{""Ti"":""Detection"" ""Ti+"":""Detection"" ""V"":""Detection"" ""Fe"":""Detection"" ""Si"":""Detection"" ""OH"":""Detection"" ""V+"":""No detection"" ""Fe+"":""No detection"" ""Si+"":""No detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution IR""",2103.03094,"""{""OH"":""Detection"" ""H2O"":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution IR""",2112.10461,"""{""Si"":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution IR""",2305.19389,"""{""CO"":""Detection"" ""H2O"":""Detection"" ""OH"":""Detection"" ""Molecular ratios: C/O etc..."":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution visible""",2203.11188,"""{""Fe"":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution IR""",2203.13234,"""{""CO"":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution visible""",2011.07888,"""{""H"":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution visible""",2007.05508,"""{""Fe"":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution visible""",1911.00380,"""{""Ca+"":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution IR""",2204.10158,"""{""CO"":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution IR""",2407.13388,"""{""H2O"":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""Spitzer""",2408.13308,"""[]"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution visible""","""2017AJ....154..221N""","""{""TiO"":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""Spitzer""","""2018AJ....155...83Z""","""[]"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: Low resolution visible""","""2019A&A...622A..71V""","""{""AlO"":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution visible""","""2020AJ....160...93H""","""{""TiO"":""No detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution visible""",2312.02413,"""{""H"":""Detection"" ""Ca+"":""Detection"" ""TiO"":""Upper limit"" ""V"":""Upper limit"" ""Ti"":""Upper limit"" ""Ca"":""Upper limit"" ""Fe+"":""Upper limit"" ""FeH"":""Upper limit"" ""Mg"":""Upper limit"" ""Cr"":""Upper limit"" ""Y"":""Upper limit"" ""VO"":""Upper limit"" ""AlO"":""Upper limit""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""HST WFC3""",2204.11729,"""{""H2O"":""Detection"" ""H-"":""Detection"" ""TiO"":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution IR""","""2020AJ....160..228K""","""{""FeH"":""Upper limit""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution IR""",2410.11060,"""{""CO"":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution visible""",2105.12138,"""{""H"":""Detection""}"""
WASP-33 b,2.8,1.603,1.21986967,251.324,"""G-B: High resolution visible""",2105.10230,"""{""Fe"":""Detection"" ""TiO"":""Detection""}"""
WASP-34 b,0.59,1.22,4.3176782,306.7212,"""Spitzer""",2108.04101,"""[]"""
WASP-34 b,0.59,1.22,4.3176782,306.7212,"""Spitzer""",2408.13308,"""[]"""
WASP-34 b,0.59,1.22,4.3176782,306.7212,"""Spitzer""",2203.15059,"""[]"""
WASP-36 b,2.279,1.269,1.5373653,43.519,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}"""
WASP-36 b,2.279,1.269,1.5373653,43.519,"""TESS""",2204.03327,"""[]"""
WASP-36 b,2.279,1.269,1.5373653,43.519,"""TESS""",2003.06407,"""[]"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""JWST-NIRSpec""",2211.10487,"""{""Na"":""Detection"" ""H2O"":""Detection"" ""CO2"":""Detection"" ""CO"":""Detection"" ""CH4"":""No detection""}"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""JWST-NIRSpec""",2211.10488,"""{""SO2"":""Detection"" ""CO2"":""Detection"" ""H2O"":""Detection"" ""Molecular ratios: C/O etc..."":""Detection""}"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""JWST-NIRCam""",2211.10489,"""{""Molecular ratios: C/O etc..."":""Detection"" ""H2O"":""Detection"" ""CH4"":""Upper limit""}"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""JWST-NIRSpec""",2211.10490,"""{""SO2"":""Detection""}"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""JWST-NIRISS""",2211.10493,"""{""K"":""Detection"" ""Cloudy"":""Detection"" ""Molecular ratios: C/O etc..."":""Detection"" ""H2O"":""Detection""}"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""HST STIS""",1512.04341,"""{""Na"":""Detection""}"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""JWST-NIRSpec""",2304.11994,"""{""CO"":""Detection""}"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""G-B: Low resolution visible""",2305.19441,"""{""Na"":""No detection"" ""K"":""No detection"" ""Featureless spectra"":""Detection""}"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""G-B: High resolution IR""",2307.05580,"""{""He"":""Upper limit""}"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""JWST-MIRI""",2407.07965,"""{""SO2"":""Detection"" ""H2O"":""Detection"" ""Molecular ratios: C\/O etc..."":""Detection""}"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""JWST-NIRSpec""",2407.10294,"""{""CO2"":""Detection"" ""H2O"":""Detection""}"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""JWST-NIRSpec""",2407.13893,"""{""Na"":""Detection"" ""K"":""Detection"" ""H2O"":""Detection"" ""CO"":""Detection"" ""CO2"":""Detection"" ""SO2"":""Detection""}"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""JWST-NIRSpec""",2309.00036,"""{""CO"":""Detection""}"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""HST WFC3""","""2018AJ....155...29W""","""{""H2O"":""Detection""}"""
WASP-39 b,0.28,1.27,4.055259,382.3188,"""JWST-NIRSpec""",2208.11692,"""{""CO2"":""Detection""}"""
WASP-4 b,1.1974,1.3846,1.338231602,92.6163,"""Spitzer""","""2011ApJ...727...23B""","""[]"""
WASP-4 b,1.1974,1.3846,1.338231602,92.6163,"""G-B: Low resolution visible""","""2017AJ....154...95H""","""{""Featureless spectra"":""No detection""}"""
WASP-4 b,1.1974,1.3846,1.338231602,92.6163,"""HST WFC3""","""2022ApJS..260....3C""","""{""Featureless spectra"":""Detection""}"""
WASP-43 b,2.052,1.036,0.81347753,89.4346,"""JWST-MIRI""",2404.16488,"""[]"""
WASP-43 b,2.052,1.036,0.81347753,89.4346,"""Spitzer""","""2019AJ....157..205M""","""[]"""
WASP-43 b,2.052,1.036,0.81347753,89.4346,"""JWST-MIRI""",2406.03490,"""{""CO"":""Detection"" ""H2O"":""Detection"" ""NH3"":""Detection"" ""CH4"":""No detection"" ""Molecular ratios: C\/O etc..."":""Detection""}"""
WASP-43 b,2.052,1.036,0.81347753,89.4346,"""HST WFC3""","""2020A&A...639A...3C""","""{""H2O"":""Detection"" ""AlO"":""Detection""}"""
WASP-43 b,2.052,1.036,0.81347753,89.4346,"""JWST-NIRSpec""",2406.10207,"""[]"""
WASP-43 b,2.052,1.036,0.81347753,89.4346,"""HST WFC3""",2206.09738,"""[]"""
WASP-43 b,2.052,1.036,0.81347753,89.4346,"""G-B: High resolution IR""",2307.11627,"""{""Molecular ratios: C/O etc..."":""Detection"" ""CO"":""Detection"" ""H2O"":""Detection"" ""CH4"":""Upper limit""}"""
WASP-43 b,2.052,1.036,0.81347753,89.4346,"""HST WFC3""","""2014ApJ...793L..27K""","""{""H2O"":""Detection""}"""
WASP-43 b,2.052,1.036,0.81347753,89.4346,"""Spitzer""",2408.13308,"""[]"""
WASP-43 b,2.052,1.036,0.81347753,89.4346,"""CHEOPS""",2209.05303,"""[]"""
WASP-43 b,2.052,1.036,0.81347753,89.4346,"""JWST-MIRI""",2401.13027,"""{""H2O"":""Detection"" ""Cloudy"":""Detection""}"""
WASP-43 b,2.052,1.036,0.81347753,89.4346,"""HST WFC3""",2204.11729,"""{""CO2"":""Detection"" ""H2O"":""Detection""}"""
WASP-43 b,2.052,1.036,0.81347753,89.4346,"""TESS""",2204.03327,"""[]"""
WASP-43 b,2.052,1.036,0.81347753,89.4346,"""G-B: High resolution IR""",2411.17923,"""{""H2O"":""Detection"" ""CO"":""Upper limit"" ""CO2"":""Upper limit"" ""CH4"":""Upper limit"" ""Molecular ratios: C\/O etc..."":""Upper limit""}"""
WASP-43 b,2.052,1.036,0.81347753,89.4346,"""G-B: Low resolution visible""",2209.06680,"""[]"""
WASP-45 b,1.007,1.16,3.1260876,71.9297,"""G-B: Low resolution visible""","""2016MNRAS.456..990C""","""{""Featureless spectra"":""Detection""}"""
WASP-46 b,2.101,1.31,1.43037,47.2096,"""G-B: Low resolution visible""","""2016MNRAS.456..990C""","""{""Featureless spectra"":""Detection""}"""
WASP-47 d,0.04122,0.319,9.03077,24.9149,"""G-B: High resolution IR""",2307.00967,"""{""He"":""Upper limit""}"""
WASP-48 b,0.98,1.67,2.143634,121.7007,"""G-B: High resolution IR""",2305.02465,"""{""He"":""No detection""}"""
WASP-49 A b,0.378,1.115,2.7817387,,"""G-B: High resolution visible""","""2017A&A...602A..36W""","""{""Na"":""Detection""}"""
WASP-49 A b,0.378,1.115,2.7817387,,"""G-B: Low resolution visible""",2305.19441,"""{""Na"":""No detection"" ""Featureless spectra"":""Detection""}"""
WASP-49 A b,0.378,1.115,2.7817387,,"""G-B: High resolution visible""",2409.19844,"""{""Na"":""Detection""}"""
WASP-49 A b,0.378,1.115,2.7817387,,"""G-B: High resolution visible""",2205.01623,"""{""Na"":""Detection""}"""
WASP-5 b,1.637,1.171,1.6284246,46.7671,"""G-B:Low resolution IR""",2204.01137,"""[]"""
WASP-50 b,1.437,1.138,1.9550959,82.7104,"""TESS""",2204.03327,"""[]"""
WASP-52 b,0.46,1.27,1.7497798,363.8505,"""G-B:Low resolution IR""","""2020AJ....159..278V""","""{""He"":""Upper limit""}"""
WASP-52 b,0.46,1.27,1.7497798,363.8505,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}"""
WASP-52 b,0.46,1.27,1.7497798,363.8505,"""G-B: High resolution visible""",2002.08379,"""{""Na"":""Detection"" ""K"":""Detection"" ""H"":""Detection""}"""
WASP-52 b,0.46,1.27,1.7497798,363.8505,"""G-B: High resolution IR""",2205.11579,"""{""He"":""Detection""}"""
WASP-52 b,0.46,1.27,1.7497798,363.8505,"""G-B: High resolution IR""",2307.05580,"""{""He"":""No detection""}"""
WASP-52 b,0.46,1.27,1.7497798,363.8505,"""Spitzer""",2408.13308,"""[]"""
WASP-52 b,0.46,1.27,1.7497798,363.8505,"""HST STIS""","""2018AJ....156..298A""","""[]"""
WASP-52 b,0.46,1.27,1.7497798,363.8505,"""G-B: Low resolution visible""","""2017MNRAS.470..742L""","""[]"""
WASP-52 b,0.46,1.27,1.7497798,363.8505,"""G-B: Low resolution visible""","""2016MNRAS.463.2922K""","""[]"""
WASP-52 b,0.46,1.27,1.7497798,363.8505,"""Spitzer""",2203.15059,"""[]"""
WASP-52 b,0.46,1.27,1.7497798,363.8505,"""G-B:Low resolution IR""",2204.11865,"""{""He"":""Upper limit""}"""
WASP-57 b,0.8,1.1,2.8,61.9122,"""G-B: Low resolution visible""","""2015MNRAS.454.3094S""","""{""Featureless spectra"":""Detection""}"""
WASP-6 b,0.503,1.224,3.361006,205.2978,"""G-B: Low resolution visible""",1911.12628,"""{""Na"":""Detection"" ""K"":""Detection"" ""H2O"":""Detection""}"""
WASP-62 b,0.57,1.39,4.411953,291.7982,"""HST WFC3""","""2020AJ....160..109S""","""{""H2O"":""Detection"" ""FeH"":""Detection""}"""
WASP-62 b,0.57,1.39,4.411953,291.7982,"""HST STIS""","""2021ApJ...906L..10A""","""{""Na"":""Detection""}"""
WASP-63 b,0.38,1.43,4.37809,184.3556,"""HST WFC3""",1704.07421,"""{""H2O"":""Detection""}"""
WASP-67 b,0.42,1.4,4.61442,341.1501,"""Spitzer""","""2015ApJ...810..118K""","""[]"""
WASP-67 b,0.42,1.4,4.61442,341.1501,"""G-B: Low resolution visible""","""2014A&A...568A.127M""","""{""Featureless spectra"":""Upper limit""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B: High resolution visible""",2412.04330,"""{""Na"":""Detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B: High resolution visible""","""2017A&A...608A.135C""","""{""Na"":""Detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B: Low resolution visible""","""2020A&A...641A.158M""","""{""Rayleigh Scattering"":""Detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B: High resolution visible""",2109.06335,"""{""Na"":""Detection"" ""Rayleigh Scattering"":""Detection"" ""H"":""Upper limit"" ""K"":""No detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B: High resolution IR""","""2018Sci...362.1388N""","""{""He"":""Detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B: Low resolution visible""",2303.13202,"""{""TiO"":""Detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B:Low resolution IR""",2405.19177,"""{""He"":""Detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B: High resolution IR""",2406.09225,"""{""He"":""Detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""JWST-NIRCam""",2406.15543,"""{""H2O"":""Detection"" ""CO"":""Detection"" ""CO2"":""Detection"" ""Cloudy"":""Detection"" ""Molecular ratios: C\/O etc..."":""Detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B: High resolution IR""",2307.05580,"""{""He"":""Detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B: High resolution IR""",2207.09760,"""{""HCN"":""No detection"" ""CO"":""Detection"" ""CO2"":""No detection"" ""CH4"":""Detection"" ""NH3"":""Detection"" ""H2O"":""Detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B: High resolution IR""",2312.02381,"""{""He"":""Detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B: High resolution IR""",2403.00608,"""{""He"":""Detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B: High resolution visible""",2205.01623,"""{""Na"":""Detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B: High resolution IR""","""2020AJ....160..228K""","""{""FeH"":""Upper limit""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B: Low resolution visible""",2410.18663,"""{""Featureless spectra"":""Detection""}"""
WASP-69 b,0.26,1.057,3.8681382,832.712,"""G-B:Low resolution IR""",2204.11865,"""{""He"":""Detection""}"""
WASP-7 b,0.96,1.33,4.9546416,168.3863,"""G-B: High resolution visible""",2210.08517,"""{""Na"":""Detection""}"""
WASP-72 b,1.461,1.27,2.2167421,40.7103,"""TESS""","""2020AJ....160..155W""","""[]"""
WASP-74 b,0.826,1.248,2.13775138,161.9022,"""HST STIS""",2110.04415,"""{""H2O"":""Upper limit"" ""CH4"":""Upper limit"" ""TiO"":""No detection"" ""VO"":""No detection"" ""Featureless spectra"":""Detection""}"""
WASP-74 b,0.826,1.248,2.13775138,161.9022,"""G-B: Low resolution visible""","""2020A&A...642A..50L""","""{""TiO"":""No detection"" ""Rayleigh Scattering"":""Detection"" ""VO"":""No detection""}"""
WASP-74 b,0.826,1.248,2.13775138,161.9022,"""G-B: Low resolution visible""",2302.11495,"""{""Featureless spectra"":""Detection""}"""
WASP-74 b,0.826,1.248,2.13775138,161.9022,"""Spitzer""",2408.13308,"""[]"""
WASP-74 b,0.826,1.248,2.13775138,161.9022,"""HST WFC3""",2204.11729,"""{""H2O"":""Detection"" ""CH4"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""",2412.04330,"""{""Na"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""Spitzer""",2107.03349,"""[]"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""",2107.09530,"""{""Na"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""",2210.06892,"""{""Ba+"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""Spitzer""",2107.03349,"""[]"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution IR""",2109.00059,"""{""Ca+"":""Detection"" ""He"":""Upper limit"" ""Na"":""Upper limit"" ""Li"":""Upper limit"" ""H"":""Upper limit"" ""K"":""Upper limit""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""",2109.00163,"""{""Cloudy"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""",2109.04373,"""{""Na"":""Detection"" ""Ca+"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""",2109.04373,"""{""Ca+"":""Detection"" ""Na"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""",2404.10463,"""{""Molecular ratios: C\/O etc..."":""Detection"" ""Fe"":""Detection"" ""Mg"":""Detection"" ""VO"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution IR""",2110.11946,"""{""OH"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution IR""",2302.08736,"""{""CO"":""Detection""}"""
WASP-76 b,0.92,1.83,1.809886,485.1939,"""G-B: High resolution visible""",2111.09916,"""{""V"":""Detection"" ""Cr"":""Detection"" ""Sr"":""Detection"" ""Co+"":""Detection""}"""
