pl_name,mass,radius,orbital_period,tsm,observation_type,reference,molecules
TOI-1430.01,0.014232621543259,0.15107053571429,7.4341381,1652.3125,"""G-B: High resolution IR""",2207.13099,"""{""He"":""Detection""}"""
TOI-1431 b/MASCARA-5 b,3.14,1.508,2.65022,,"""G-B: High resolution visible""",2104.12414,"""{""H"":""No detection"" ""Ca"":""No detection"" ""Fe"":""No detection"" ""Fe+"":""No detection"" ""Mg"":""No detection"" ""Na"":""No detection"" ""V"":""No detection"" ""TiO"":""No detection"" ""VO"":""No detection""}"""
TOI-1431 b/MASCARA-5 b,3.14,1.508,2.65022,,"""G-B: High resolution IR""",2404.16732,"""{""He"":""Upper limit""}"""
TOI-1431 b/MASCARA-5 b,3.14,1.508,2.65022,,"""G-B: High resolution visible""",2407.09643,"""{""Fe"":""Detection"" ""Cr"":""Detection""}"""
TOI-1518 b,2.3,1.875,1.902603,228.4563,"""G-B: High resolution visible""","""2021AJ....162..218C""","""{""Fe"":""Detection"" ""Fe+"":""Upper limit""}"""
TOI-1518 b,2.3,1.875,1.902603,228.4563,"""G-B: High resolution visible""",2407.09643,"""{""Fe"":""Detection"" ""Ni"":""Upper limit"" ""Mg"":""Upper limit"" ""Fe+"":""Upper limit""}"""
TOI-1518 b,2.3,1.875,1.902603,228.4563,"""G-B: High resolution visible""",2412.01472,"""{""VO"":""Detection"" ""Ca+"":""Detection"" ""Fe+"":""Detection"" ""Ba+"":""Detection"" ""Ca"":""Detection"" ""Fe"":""Detection"" ""Ti"":""Detection"" ""Si"":""Detection"" ""Mg"":""Detection"" ""V"":""Detection"" ""Mn"":""Detection"" ""Cr"":""Detection"" ""Na"":""Detection""}"""
TOI-1683 b,0.025,0.205,1.05752578,,"""G-B: High resolution IR""",2404.16732,"""{""He"":""Upper limit""}"""
TOI-1683.01,0.030285292477177,0.23555357142857,3.0575356,4881.2947,"""G-B: High resolution IR""",2207.13099,"""{""He"":""Detection""}"""
TOI-1685 b,0.01189,0.152,0.6691403,86.7096,"""JWST-NIRSpec""",2412.03411,"""{""Featureless spectra"":""Detection""}"""
TOI-1728 b,0.08426,0.4505,3.49151,128.0176,"""G-B: High resolution IR""",2006.14546,"""{""He"":""Upper limit""}"""
TOI-1807 b,0.00714,0.1222,0.549229,16.6707,"""G-B: High resolution IR""",2211.02887,"""{""He"":""Upper limit""}"""
TOI-1807 b,0.00714,0.1222,0.549229,16.6707,"""G-B: High resolution visible""",2404.16732,"""{""H"":""Upper limit""}"""
TOI-1807 b,0.00714,0.1222,0.549229,16.6707,"""G-B: High resolution IR""",2404.16732,"""{""He"":""Upper limit""}"""
TOI-1807 b,0.00714,0.1222,0.549229,16.6707,"""G-B: High resolution IR""",2406.09225,"""{""He"":""Upper limit""}"""
TOI-2018.01,0.026732703458642,0.21888392857143,7.4355668,,"""G-B: High resolution visible""",2404.16732,"""{""H"":""Upper limit""}"""
TOI-2018.01,0.026732703458642,0.21888392857143,7.4355668,,"""G-B: High resolution IR""",2404.16732,"""{""He"":""Detection""}"""
TOI-2046 b,2.3,1.44,1.4971842,,"""G-B: High resolution visible""",2404.16732,"""{""H"":""Upper limit""}"""
TOI-2046 b,2.3,1.44,1.4971842,,"""G-B: High resolution IR""",2404.16732,"""{""He"":""Upper limit""}"""
TOI-2048 b,0.019863997664923,0.1838,13.79,14.9281,"""G-B: High resolution visible""",2404.16732,"""{""H"":""Upper limit""}"""
TOI-2048 b,0.019863997664923,0.1838,13.79,14.9281,"""G-B: High resolution IR""",2404.16732,"""{""He"":""Upper limit""}"""
TOI-2076 b,0.043837937845341,0.2928,10.35566,146.1245,"""G-B: High resolution IR""",2211.02887,"""{""He"":""Upper limit""}"""
TOI-2076 b,0.043837937845341,0.2928,10.35566,146.1245,"""G-B: High resolution visible""",2404.16732,"""{""H"":""Upper limit""}"""
TOI-2076 b,0.043837937845341,0.2928,10.35566,146.1245,"""G-B: High resolution IR""",2404.16732,"""{""He"":""Upper limit""}"""
TOI-2076 b,0.043837937845341,0.2928,10.35566,146.1245,"""G-B: High resolution IR""",2207.13099,"""{""He"":""Detection""}"""
TOI-2134.01,0.038184133043514,0.26995803571429,9.2292732,,"""G-B: High resolution IR""",2308.02002,"""{""He"":""Detection""}"""
TOI-2136 b,0.0148,0.1865,7.85191,73.3465,"""G-B: High resolution IR""",2202.10182,"""{""He"":""Upper limit""}"""
TOI-270 d,0.017,0.19,11.38014,80.1298,"""HST WFC3""",2211.15576,"""{""H2O"":""Detection""}"""
TOI-270 d,0.017,0.19,11.38014,80.1298,"""JWST-NIRSpec""",2403.03244,"""{""CO2"":""Detection"" ""CH4"":""Detection""}"""
TOI-270 d,0.017,0.19,11.38014,80.1298,"""JWST-NIRSpec""",2403.03325,"""{""CH4"":""Detection"" ""CO2"":""Detection"" ""H2O"":""Detection""}"""
TOI-3362 b,5.029,1.142,18.09547,5.0254,"""G-B: High resolution visible""",2406.08558,"""{""H2O"":""Upper limit""}"""
TOI-3757 b,0.2684,1.07,3.438753,182.4002,"""G-B: High resolution IR""",2203.07178,"""{""He"":""Upper limit""}"""
TOI-4481.01,0.010427265767422,0.12580580357143,0.9262771,,"""G-B: High resolution IR""",2301.06873,"""{""H"":""Upper limit"" ""He"":""Upper limit""}"""
TOI-503 b,53.6,1.29,3.6775,,"""TESS""","""2020AJ....160..155W""","""[]"""
TOI-5398 b,0.37789065945036,1.03962,10.590923,,"""G-B: High resolution IR""",2410.15917,"""{""H"":""Detection"" ""He"":""Detection"" ""Na"":""Detection""}"""
TOI-674 b,0.0739,0.4693,1.977143,224.7722,"""HST WFC3""",2201.04197,"""{""H2O"":""Detection""}"""
TOI-677 b,1.236,1.179,11.2366,92.7909,"""G-B: High resolution visible""",2406.08558,"""{""H2O"":""Upper limit""}"""
TOI-741.01,0.0025616305426346,0.086746642857143,7.5768707,,"""JWST-NIRCam""",2401.06043,"""{""Featureless spectra"":""Detection""}"""
TOI-764.01,0.85695537889562,1.6828539285714,5.6319420,,"""TESS""",2009.10432,"""[]"""
TOI-824 b,0.058104,0.26104,1.392978,69.5918,"""Spitzer""",2211.11793,"""[]"""
TOI-836 b,0.01425,0.15202,3.81673,,"""JWST-NIRSpec""",2404.00093,"""{""Featureless spectra"":""Detection""}"""
TOI-836 b,0.01425,0.15202,3.81673,,"""G-B: High resolution IR""",2409.08318,"""{""He"":""Upper limit""}"""
TOI-836 c,0.0302,0.2308,8.59545,,"""JWST-NIRSpec""",2404.01264,"""{""Featureless spectra"":""Detection""}"""
TOI-836 c,0.0302,0.2308,8.59545,,"""G-B: High resolution IR""",2409.08318,"""{""He"":""Detection""}"""
TOI-910.01,0.0021833028452013,0.082959571428571,2.0290882,,"""JWST-NIRSpec""",2301.04191,"""{""Featureless spectra"":""Detection""}"""
TOI-942 c,2.501,0.5166,10.15643,2.4583,"""G-B: High resolution visible""",2408.07788,"""{""H"":""Detection""}"""
TRAPPIST-1 b,0.0027,0.09689,1.51087081,44.3327,"""G-B: High resolution IR""",2106.11444,"""{""He"":""No detection""}"""
TRAPPIST-1 b,0.0027,0.09689,1.51087081,44.3327,"""JWST-MIRI""",2303.14849,"""{""CO2"":""No detection""}"""
TRAPPIST-1 b,0.0027,0.09689,1.51087081,44.3327,"""JWST-NIRISS""",2309.07047,"""{""Featureless spectra"":""Detection""}"""
TRAPPIST-1 c,0.00434,0.09421,2.4218233,21.6662,"""JWST-MIRI""","""2023arXiv230610150Z""","""[]"""
TRAPPIST-1 c,0.00434,0.09421,2.4218233,21.6662,"""JWST-NIRISS""",2409.19333,"""{""Featureless spectra"":""Detection""}"""
TRAPPIST-1 e,0.002,0.0819,6.099615,22.7037,"""G-B: High resolution IR""",2106.11444,"""{""He"":""Theoretical prediction""}"""
TRAPPIST-1 f,0.0021,0.09323,9.20669,27.7955,"""G-B: High resolution IR""",2106.11444,"""{""He"":""No detection""}"""
TRAPPIST-1 g,0.00422,0.1005,12.35294,15.7126,"""HST WFC3""","""2019AJ....157...11W""","""{""Featureless spectra"":""Detection""}"""
TRAPPIST-1 h,0.001041,0.0674,20.0,16.2525,"""HST WFC3""",2112.05510,"""{""Featureless spectra"":""Upper limit""}"""
TRAPPIST-1 h,0.001041,0.0674,20.0,16.2525,"""HST WFC3""",2203.13698,"""{""Featureless spectra"":""Detection""}"""
TrES-1 b,0.761,1.099,3.0300722,125.7236,"""Spitzer""","""2014ApJ...797...42C""","""[]"""
TrES-1 b,0.761,1.099,3.0300722,125.7236,"""Spitzer""","""2005ApJ...626..523C""","""[]"""
TrES-2 A b,1.253,1.189,2.4706133738,,"""Spitzer""","""2010ApJ...710.1551O""","""{""Featureless spectra"":""Detection""}"""
TrES-2 A b,1.253,1.189,2.4706133738,,"""HST-Other""","""2014ApJ...797...42C""","""{""Featureless spectra"":""Detection""}"""
TrES-3 b,1.91,1.305,1.30618608,92.776,"""Spitzer""",2408.13308,"""[]"""
TrES-3 b,1.91,1.305,1.30618608,92.776,"""G-B: Low resolution visible""",2209.06680,"""[]"""
TrES-4 b,0.917,1.706,3.5539268,115.7454,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}"""
TYC 8998-760-1 b,14.0,3.0,,,"""G-B: High resolution IR""",2107.06297,"""{""Isotopic fractions"":""Detection""}"""
ups And b,0.62,1.6296235737175,4.61711,4868.8475,"""G-B: High resolution IR""",1707.01534,"""{""CO"":""Upper limit"" ""H2O"":""Detection"" ""CH4"":""Upper limit""}"""
V 1298 Tau b,2.2,0.8217,24.1382,,"""G-B: High resolution IR""",2108.05358,"""{""He"":""No detection""}"""
V 1298 Tau b,2.2,0.8217,24.1382,,"""G-B: High resolution IR""",2110.10689,"""{""He"":""No detection""}"""
V 1298 Tau b,2.2,0.8217,24.1382,,"""HST WFC3""",2312.16924,"""{""H2O"":""Detection""}"""
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""G-B: High resolution IR""",2108.05358,"""{""He"":""No detection""}"""
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""G-B: High resolution visible""",2108.08851,"""{""H"":""No detection""}"""
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""G-B: High resolution visible""",2107.01213,"""{""H"":""Upper limit""}"""
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""G-B: High resolution visible""",2404.16732,"""{""H"":""Upper limit""}"""
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""G-B: High resolution IR""",2404.16732,"""{""He"":""Upper limit""}"""
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""HST-COS""","""2024RNAAS...8...86F""","""{""C+"":""Upper limit"" ""Si+"":""Upper limit""}"""
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""G-B: High resolution IR""",2405.17294,"""{""He"":""Upper limit""}"""
V 1298 Tau c,0.087237011804855,0.4389,8.2479,,"""HST WFC3""",2407.14995,"""{""Molecular ratios: C\/O etc..."":""Detection""}"""
V 1298 Tau d,0.11813739227052,0.5246,12.403,,"""G-B: High resolution IR""",2108.05358,"""{""He"":""Upper limit""}"""
VHS 1256-1257 b,19.0,12.201629527736,,,"""JWST-MIRI""",2209.00620,"""{""CH4"":""Detection"" ""Na"":""Detection"" ""H2O"":""Detection"" ""K"":""Detection"" ""Si"":""Detection""}"""
VHS 1256-1257 b,19.0,12.201629527736,,,"""JWST-NIRSpec""",2311.05349,"""{""Isotopic fractions"":""Detection"" ""CO"":""Detection""}"""
WASP-10 b,3.16,1.08,3.0927616,34.3067,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}"""
WASP-100 b,2.03,1.69,2.849375,84.6586,"""TESS""","""2020AJ....160..155W""","""[]"""
WASP-100 b,2.03,1.69,2.849375,84.6586,"""TESS""","""2020MNRAS.494.4077J""","""[]"""
WASP-101 b,0.5,1.41,3.585722,363.1036,"""G-B: High resolution visible""",2403.15631,"""{""Na"":""Upper limit"" ""H"":""Upper limit""}"""
WASP-101 b,0.5,1.41,3.585722,363.1036,"""HST WFC3""","""2017ApJ...835L..12W""","""{""Cloudy"":""Detection""}"""
WASP-101 b,0.5,1.41,3.585722,363.1036,"""HST STIS""","""2023MNRAS.522..582R""","""{""Cloudy"":""Detection"" ""Featureless spectra"":""Detection""}"""
WASP-103 b,1.49,1.528,0.925542,89.2073,"""HST-Other""",2112.09973,"""{""H-"":""Detection"" ""H2O"":""Detection"" ""FeH"":""Detection"" ""CO"":""Upper limit"" ""CH4"":""Upper limit""}"""
WASP-103 b,1.49,1.528,0.925542,89.2073,"""G-B:Low resolution IR""",2303.13732,"""{""Molecular ratios: C/O etc..."":""Detection""}"""
WASP-103 b,1.49,1.528,0.925542,89.2073,"""HST WFC3""","""2018AJ....156...17K""","""[]"""
WASP-103 b,1.49,1.528,0.925542,89.2073,"""Spitzer""","""2018AJ....156...17K""","""[]"""
WASP-103 b,1.49,1.528,0.925542,89.2073,"""Spitzer""",2408.13308,"""[]"""
WASP-103 b,1.49,1.528,0.925542,89.2073,"""G-B: Low resolution visible""","""2015MNRAS.447..711S""","""[]"""
WASP-103 b,1.49,1.528,0.925542,89.2073,"""G-B: Low resolution visible""","""2016MNRAS.463...37S""","""[]"""
WASP-103 b,1.49,1.528,0.925542,89.2073,"""HST WFC3""","""2020MNRAS.497.5155W""","""{""H2O"":""Detection""}"""
WASP-103 b,1.49,1.528,0.925542,89.2073,"""HST WFC3""",2204.11729,"""{""VO"":""Detection"" ""TiO"":""Detection""}"""
WASP-103 b,1.49,1.528,0.925542,89.2073,"""G-B: Low resolution visible""",2105.00012,"""{""Na"":""Upper limit"" ""TiO"":""Upper limit"" ""H2O"":""Upper limit"" ""HCN"":""Upper limit""}"""
WASP-103 b,1.49,1.528,0.925542,89.2073,"""G-B: High resolution visible""",2403.15631,"""{""Na"":""Upper limit"" ""H"":""Upper limit""}"""
WASP-103 b,1.49,1.528,0.925542,89.2073,"""G-B: Low resolution visible""",2209.06680,"""[]"""
WASP-104 b,1.272,1.137,1.7554137,87.242,"""G-B: Low resolution visible""","""2021MNRAS.500.5420C""","""{""Rayleigh Scattering"":""Detection""}"""
WASP-105 b,1.8,0.96,7.87288,22.5059,"""G-B: High resolution visible""",2403.15631,"""{""Na"":""Upper limit"" ""H"":""Upper limit""}"""
WASP-106 b,1.925,1.085,9.289715,9.041,"""G-B: High resolution visible""",2406.08558,"""{""H2O"":""Upper limit""}"""
WASP-107 b,0.12,0.94,5.72149,796.0498,"""G-B: High resolution IR""",2107.08999,"""{""He"":""Detection""}"""
WASP-107 b,0.12,0.94,5.72149,796.0498,"""HST WFC3""","""2018Natur.557...68S""","""{""He"":""Detection""}"""
WASP-107 b,0.12,0.94,5.72149,796.0498,"""JWST-NIRCam""",2405.11018,"""{""H2O"":""Detection"" ""CO2"":""Detection"" ""CO"":""Detection"" ""CH4"":""Detection"" ""SO2"":""Detection"" ""NH3"":""Detection"" ""Molecular ratios: C\/O etc..."":""Detection""}"""
WASP-107 b,0.12,0.94,5.72149,796.0498,"""G-B: High resolution IR""","""2019A&A...623A..58A""","""{""He"":""Detection""}"""
WASP-107 b,0.12,0.94,5.72149,796.0498,"""JWST-NIRCam""",2406.09863,"""{""Cloudy"":""Detection""}"""
WASP-107 b,0.12,0.94,5.72149,796.0498,"""HST WFC3""","""2018ApJ...858L...6K""","""[]"""
WASP-107 b,0.12,0.94,5.72149,796.0498,"""JWST-MIRI""",2311.12515,"""{""SO2"":""Detection"" ""CH4"":""No detection"" ""Cloudy"":""Detection"" ""H2O"":""Detection""}"""
WASP-107 b,0.12,0.94,5.72149,796.0498,"""G-B: High resolution IR""","""2020AJ....159..115K""","""{""He"":""Detection""}"""
WASP-107 b,0.12,0.94,5.72149,796.0498,"""G-B: High resolution IR""",2403.00608,"""{""He"":""Detection""}"""
WASP-111 b,1.85,1.442,2.310965,,"""TESS""","""2020AJ....160..155W""","""[]"""
WASP-117 b,0.2755,1.021,10.02165,218.0127,"""HST WFC3""","""2021A&A...646A.168C""","""{""H2O"":""Detection""}"""
WASP-12 b,1.47,1.9,1.09141937,179.597,"""TESS""",2106.02610,"""[]"""
WASP-12 b,1.47,1.9,1.09141937,179.597,"""HST WFC3""",1309.5261,"""{""TiO"":""No detection""}"""
WASP-12 b,1.47,1.9,1.09141937,179.597,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}"""
WASP-12 b,1.47,1.9,1.09141937,179.597,"""HST WFC3""",1805.10671,"""{""He"":""No detection""}"""
WASP-12 b,1.47,1.9,1.09141937,179.597,"""Spitzer""","""2019MNRAS.489.1995B""","""[]"""
WASP-12 b,1.47,1.9,1.09141937,179.597,"""HST STIS""","""2017ApJ...847L...2B""","""[]"""
WASP-12 b,1.47,1.9,1.09141937,179.597,"""HST WFC3""","""2015ApJ...814...66K""","""[]"""
WASP-12 b,1.47,1.9,1.09141937,179.597,"""HST STIS""","""2010ApJ...714L.222F""","""{""Mg+"":""Detection""}"""
WASP-12 b,1.47,1.9,1.09141937,179.597,"""HST STIS""","""2012ApJ...760...79H""","""{""Fe+"":""Detection""}"""
WASP-12 b,1.47,1.9,1.09141937,179.597,"""Spitzer""",2408.13308,"""[]"""
WASP-12 b,1.47,1.9,1.09141937,179.597,"""G-B: High resolution visible""","""2018AJ....156..154J""","""{""H"":""Detection"" ""Na"":""Detection""}"""
WASP-12 b,1.47,1.9,1.09141937,179.597,"""G-B: High resolution visible""",2401.02195,"""{""Featureless spectra"":""Detection"" ""He"":""Upper limit""}"""
WASP-12 b,1.47,1.9,1.09141937,179.597,"""HST WFC3""",2204.11729,"""{""CO2"":""Detection"" ""H2O"":""Detection""}"""
WASP-12 b,1.47,1.9,1.09141937,179.597,"""G-B: High resolution visible""",2410.21493,"""{""H"":""No detection"" ""Ca"":""Upper limit"" ""Fe"":""Upper limit"" ""Fe+"":""Upper limit"" ""Cr"":""Upper limit"" ""Mg"":""Upper limit"" ""Ti"":""Upper limit"" ""TiO"":""Upper limit"" ""Ti+"":""Upper limit""}"""
WASP-120 b,5.06,1.515,3.6112706,16.4713,"""G-B: High resolution visible""",2403.15631,"""{""Na"":""Upper limit"" ""H"":""Upper limit""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""TESS""","""2020AJ....160..155W""","""[]"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: High resolution visible""",2106.15394,"""{""Sc+"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: High resolution visible""",2210.06892,"""{""Ba+"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: High resolution visible""",2210.12847,"""{""Ca+"":""Detection"" ""V+"":""Detection"" ""Fe+"":""Detection"" ""Ni+"":""Detection"" ""Ti"":""No detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: High resolution visible""",2211.09621,"""{""H"":""Detection"" ""Fe+"":""Detection"" ""Ca+"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""JWST-NIRSpec""",2301.03209,"""[]"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: High resolution visible""",2303.09376,"""{""Na"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""HST WFC3""","""2018AJ....155..156T""","""{""H2O"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: Low resolution visible""",2304.00461,"""{""TiO"":""Detection"" ""VO"":""Detection"" ""H2O"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: High resolution visible""",2201.04025,"""{""Fe"":""Detection"" ""Cr"":""Detection"" ""Mg"":""Detection"" ""V"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""TESS""","""2022RMxAA..58...99E""","""[]"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""HST WFC3""",2202.09884,"""[]"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: High resolution visible""","""2020A&A...641A.123H""","""{""Mg"":""Detection"" ""Na"":""Detection"" ""Ca"":""Detection"" ""Cr"":""Detection"" ""Fe"":""Detection"" ""Ni"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: High resolution visible""","""2020ApJ...897L...5B""","""{""Cr"":""Detection"" ""Fe"":""Detection"" ""Fe+"":""Detection"" ""V"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: High resolution IR""",2406.09641,"""{""CO"":""Detection"" ""H2O"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""Spitzer""",2408.13308,"""[]"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""Spitzer""","""2023A&A...676A..54M""","""[]"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""HST WFC3""",2401.01465,"""{""Molecular ratios: C\/O etc..."":""Detection"" ""Cloudy"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""HST STIS""","""2019AJ....158...91S""","""{""Mg+"":""Detection"" ""Fe+"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: High resolution visible""","""2020MNRAS.494..363C""","""{""H"":""Detection"" ""Na"":""Detection"" ""Fe"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: High resolution visible""","""2021A&A...645A..24B""","""{""Na"":""Detection"" ""H"":""Detection"" ""K"":""Detection"" ""Li"":""Detection"" ""Ca+"":""Detection"" ""Mg"":""Detection"" ""Fe"":""Detection"" ""Fe+"":""Detection"" ""Cr"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: High resolution visible""",2402.19352,"""{""Fe"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""HST WFC3""",2204.11729,"""{""H2O"":""Detection"" ""H-"":""Detection"" ""VO"":""Detection"" ""TiO"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: High resolution IR""",2410.18183,"""{""CO"":""Detection"" ""H2O"":""Detection"" ""Fe"":""Detection"" ""Ni"":""Detection"" ""Molecular ratios: C\/O etc..."":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: High resolution visible""",2205.01623,"""{""Na"":""Detection""}"""
WASP-121 b,1.184,1.865,1.2749255,367.2434,"""G-B: High resolution IR""",2410.19017,"""{""Molecular ratios: C\/O etc..."":""Detection"" ""H2O"":""Detection"" ""CO"":""Detection"" ""OH"":""Detection""}"""
WASP-122 b,1.401,1.792,1.7100567,,"""TESS""","""2020AJ....160..155W""","""[]"""
WASP-122 b,1.401,1.792,1.7100567,,"""Spitzer""",2408.13308,"""[]"""
WASP-122 b,1.401,1.792,1.7100567,,"""G-B: High resolution visible""",2410.00800,"""{""Featureless spectra"":""Detection""}"""
WASP-124 b,0.6,1.24,3.37265,101.6809,"""G-B: Low resolution visible""",2308.06263,"""{""Featureless spectra"":""Detection""}"""
WASP-127 b,0.18,1.37,4.178062,800.0794,"""G-B: High resolution visible""",2412.04330,"""{""Na"":""Upper limit""}"""
WASP-127 b,0.18,1.37,4.178062,800.0794,"""G-B: High resolution IR""",2404.12363,"""{""CO"":""Detection"" ""H2O"":""Detection""}"""
WASP-127 b,0.18,1.37,4.178062,800.0794,"""G-B: Low resolution visible""","""2017A&A...602L..15P""","""{""Rayleigh Scattering"":""Detection"" ""Na"":""Upper limit""}"""
WASP-127 b,0.18,1.37,4.178062,800.0794,"""G-B: Low resolution visible""","""2018A&A...616A.145C""","""{""Na"":""Detection"" ""K"":""Detection"" ""Li"":""Detection"" ""H2O"":""Upper limit""}"""
WASP-127 b,0.18,1.37,4.178062,800.0794,"""G-B: High resolution IR""",2007.06216,"""{""He"":""Upper limit""}"""
WASP-127 b,0.18,1.37,4.178062,800.0794,"""G-B: High resolution IR""",2303.03232,"""{""H2O"":""Detection"" ""OH"":""Detection"" ""CO"":""Upper limit"" ""CO2"":""Upper limit""}"""
WASP-127 b,0.18,1.37,4.178062,800.0794,"""G-B: High resolution visible""","""2020A&A...643A..45S""","""{""Na"":""No detection""}"""
WASP-127 b,0.18,1.37,4.178062,800.0794,"""HST WFC3""","""2020AJ....160..109S""","""{""H2O"":""Detection"" ""FeH"":""Detection""}"""
WASP-127 b,0.18,1.37,4.178062,800.0794,"""G-B: High resolution IR""",2406.09225,"""{""He"":""Upper limit""}"""
WASP-127 b,0.18,1.37,4.178062,800.0794,"""G-B: High resolution IR""",2406.14072,"""{""H2O"":""Detection"" ""CO"":""Detection"" ""Molecular ratios: C\/O etc..."":""Detection""}"""
WASP-127 b,0.18,1.37,4.178062,800.0794,"""G-B: High resolution IR""",2307.05580,"""{""He"":""Upper limit""}"""
WASP-127 b,0.18,1.37,4.178062,800.0794,"""G-B: High resolution visible""","""2020A&A...644A.155A""","""{""H2O"":""Upper limit"" ""Na"":""Detection"" ""K"":""Upper limit"" ""Li"":""Upper limit"" ""H"":""Upper limit""}"""
WASP-127 b,0.18,1.37,4.178062,800.0794,"""G-B: High resolution visible""","""2020A&A...643A..45S""","""{""Na"":""Upper limit""}"""
WASP-127 b,0.18,1.37,4.178062,800.0794,"""HST WFC3""",2410.17368,"""{""Cloudy"":""Detection"" ""Featureless spectra"":""Detection""}"""
WASP-127 b,0.18,1.37,4.178062,800.0794,"""G-B: Low resolution visible""",2410.18450,"""{""Rayleigh Scattering"":""Detection""}"""
WASP-130 b,1.23,0.89,11.55098,27.629,"""G-B: High resolution visible""",2406.08558,"""{""H2O"":""Upper limit""}"""
WASP-131 b,0.27,1.22,5.322023,340.1408,"""G-B: High resolution visible""",2403.15631,"""{""Na"":""Upper limit"" ""H"":""Upper limit""}"""
WASP-14 b,7.341,1.281,2.2437661,27.0207,"""Spitzer""","""2015ApJ...811..122W""","""[]"""
WASP-14 b,7.341,1.281,2.2437661,27.0207,"""Spitzer""",2408.13308,"""[]"""
WASP-140 b,2.44,1.44,2.2359835,129.9066,"""Spitzer""",2408.13308,"""[]"""
WASP-140 b,2.44,1.44,2.2359835,129.9066,"""Spitzer""",2203.15059,"""[]"""
WASP-15 b,0.542,1.428,3.7520656,211.172,"""JWST-NIRSpec""",2410.08116,"""{""H2O"":""Detection"" ""CO2"":""Detection"" ""CO"":""Detection"" ""Molecular ratios: C\/O etc..."":""Detection""}"""
WASP-156 b,0.1303,0.554,3.8361603,116.5794,"""G-B: Low resolution visible""",2305.19441,"""{""Featureless spectra"":""Detection""}"""
WASP-166 b,0.102,0.6155,5.44354215,212.0147,"""G-B: High resolution visible""",2302.04794,"""{""H2O"":""Upper limit""}"""
WASP-166 b,0.102,0.6155,5.44354215,212.0147,"""G-B: High resolution visible""","""2020A&A...641L...7S""","""{""Na"":""Detection""}"""
WASP-166 b,0.102,0.6155,5.44354215,212.0147,"""G-B: High resolution visible""","""2019AJ....158..120Z""","""{""Na"":""Upper limit""}"""
WASP-166 b,0.102,0.6155,5.44354215,212.0147,"""G-B: High resolution visible""",2203.04494,"""{""Na"":""Detection""}"""
WASP-167 b,8.0,1.51,2.0219591,17.0749,"""TESS""",2403.19468,"""[]"""
WASP-17 b,0.486,1.991,3.735438,569.257,"""HST WFC3""",2108.13721,"""{""H2O"":""Detection"" ""AlO"":""Detection""}"""
WASP-17 b,0.486,1.991,3.735438,569.257,"""HST STIS""",1512.04341,"""{""Na"":""Detection"" ""H2O"":""Detection""}"""
WASP-17 b,0.486,1.991,3.735438,569.257,"""HST WFC3""",2203.02434,"""{""CO2"":""Detection"" ""H2O"":""Detection"" ""Na"":""No detection"" ""K"":""No detection""}"""
WASP-17 b,0.486,1.991,3.735438,569.257,"""G-B: Low resolution visible""","""2016A&A...596A..47S""","""{""K"":""Detection""}"""
